Genus	Species	1C (pg)
Bougainvillea	x glabra-peruviana	3.73
Papaver	dubium	3.73
Tephrosia	pumila	3.73
Gentiana	tibetica	3.73
Anthurium	wendlingeri	3.73
Knautia	drymeia	3.73
Pimelea	linifolia	3.73
Carthamus	turkestanicus	3.73
Hieracium	schultesii	3.73
Tricyrtis	macranthopsis	3.73
Hieracium	tomentosum	3.74
Echinops	exaltatus	3.75
Senecio	glossanthus	3.75
Nicotiana	thyrsiflora	3.75
Hypochaeris	maculata	3.75
Anthemis	tinctoria	3.75
Cortaderia	argentea	3.75
Drimiopsis	maculata	3.75
Gentiana	dinarica	3.75
Agave	tequilana	3.75
Alocasia	hilobeauty	3.76
Lactuca	virosa	3.76
Hieracium	piloselliflorum	3.77
Hieracium	intybaceum	3.77
Ramonda	serbica	3.77
Echinops	ruthenicus	3.77
Amorphophallus	prainii	3.78
Aerides	odorata	3.78
Ranunculus	affinis	3.78
Paradisea	lusitanica	3.78
Sesleria	latifolia	3.78
Chionochloa	flavicans	3.79
Papaver	somniferum	3.8
Viburnum	bitchiuense	3.8
Chamaemelum	mixtum	3.8
Miltonia	clowesii	3.8
Scilla	albescens	3.8
Furcraea	selloa	3.8
Agave	portoricensis	3.8
Opuntia	acaulis	3.8
Hesperis	matronalis	3.8
Simethis	mattiazzii	3.8
Halimium	calycinum	3.81
Agave	H11648	3.81
Festuca	paniculata	3.82
Pimpinella	saxifraga	3.82
Saccharum	robustum	3.83
Phalaris	canariensis	3.83
Helcia	sanguinolenta	3.83
Sorghum	plumosum	3.83
Capsicum	chacoense	3.83
Consolea	millspaughii	3.84
Doronicum	hungaricum	3.84
Artemisia	lucentica	3.84
Echinops	orientalis	3.84
Consolea	falcata	3.84
Sorghum	amplum	3.85
Ileostylus	micranthus	3.85
Oxalis	sellowii	3.85
Guizotia	abyssinica	3.85
Ceroxylon	sp.	3.85
Ulex	europaeus	3.85
Gerbera	viridifolia	3.85
Gerbera	piloselloides	3.85
Adansonia	digitata	3.85
Agave	hartmannii	3.85
Agave	parviflora	3.85
Consolea	rubescens	3.85
Cortaderia	splendens	3.86
Echinops	sphaerocephalus	3.86
Cuscuta	epilinum	3.87
Lonicera	vesicaria	3.88
Ammophila	arenaria	3.88
Sisyrinchium	montanum	3.88
Tripsacum	dactyloides	3.88
Daucus	crinitus	3.88
Tigridia	alpestris	3.88
Matricaria	chamomilla	3.88
Thryallis	angustifolia	3.89
Hieracium	pilosella	3.89
Dracunculus	canariensis	3.89
Nicotiana	goodspeedii	3.9
Rhynchostele	cordata	3.9
Ranunculus	sericeus	3.9
Scilla	nivalis	3.9
Agave	stricta	3.9
Yucca	whipplei	3.9
Crocus	chrysanthus	3.9
Agave	utahensis	3.9
Hesperoyucca	whipplei	3.9
Rumex	thyrsiflorus	3.9
Ramonda	serbica	3.9
Camellia	sinensis	3.9
Hieracium	porrifolium	3.91
Oenocarpus	bataua	3.93
Tanacetum	vulgare	3.93
Brassia	verrucosa	3.93
Cortaderia	richardii	3.93
Cuscuta	cephalanthi	3.93
Hieracium	iseranum	3.94
Milium	effusum	3.95
Aponogeton	distachyus	3.95
Hesperaloe	sp.	3.95
Peperomia	longespicata	3.95
Odontoglossum	wyattianum	3.95
Festuca	mairei	3.95
Rhinanthus	minor	3.95
Hieracium	alpinum	3.95
Hieracium	petrovae	3.95
Hieracium	cymosum	3.96
Ambrosia	dumosa	3.96
Crocus	cartwrightianus	3.97
Capsicum	tovarii	3.97
Cortaderia	toetoe	3.97
Vicia	hirsuta	3.98
Pseudoroegneria	libanotica	3.98
Campanula	rapunculoides	3.98
Amphibromus	fluitans	3.99
Atractylis	preauxiana	3.99
Tripleurospermum	callosum	3.99
Festuca	xanthina	3.99
Hypochaeris	illyrica	3.99
Phelipanche	tunetana	4
Amorphophallus	dubius	4
Papaver	setigerum	4
Avena	strigosa	4
Phalaris	tuberosa	4
Pseudoroegneria	stipifolia	4
Ranunculus	sceleratus	4
Microseris	borealis	4
Iris	sintenisii	4
Hesperaloe	parviflora	4
Agave	mckelveyana	4
Agave	victoriae-reginae	4
Colchicum	alpinum	4.03
Rytidosperma	biannulare	4.03
Dahlia	coccinea	4.04
Viburnum	lantana	4.04
Epipremnum	aureum	4.04
Scilla	nervosa	4.05
Senecio	runcinifolius	4.05
Tradescantia	fluminensis	4.05
Nicotiana	longiflora	4.05
Saccharum	officinarum	4.05
Ranunculus	circinatus	4.05
Commelina	obliqua	4.05
Cattleya	walkeriana	4.05
Cymbidium	ceres	4.05
Muscari	aucheri	4.05
Hypochaeris	uniflora	4.05
Crepis	bungei	4.05
Victoria	cruziana	4.06
Capsicum	eximium	4.06
Cuscuta	rostrata	4.06
Hieracium	rothianum	4.07
Vicia	elegans	4.08
Bougainvillea	glabra	4.08
Nicotiana	bonariensis	4.08
Colocasia	esculenta	4.08
Bactris	hondurensis	4.08
Chamaedorea	cf. woodsoniana	4.08
Chamaedorea	klotzschiana	4.08
Selinum	vaginatum	4.08
Hieracium	scandinavicum	4.08
Puccinellia	palustris	4.08
Valeriana	officinalis	4.08
Hieracium	sparsum	4.08
Peucedanum	longifolium	4.08
Piptocalyx	moorei	4.08
Daphne	alpina	4.09
Artemisia	tridentata	4.09
Epimedium	alpinum	4.1
Tupeia	antarctica	4.1
Vicia	incana	4.1
Agave	gigantensis	4.1
Lepidocaryum	tenue	4.1
Holcus	mollis	4.1
Ranunculus	allenii	4.1
Thespesia	populnea	4.1
Senecio	crassissimus	4.1
Ornithogalum	maculatum	4.1
Hieracium	floribundum	4.1
Youngia	tenuifolia	4.1
Sesleria	robusta	4.11
Hieracium	caespitosum	4.11
Papaver	nudicaule	4.13
Vicia	dalmatica	4.13
Vicia	cassubica	4.13
Phalaris	arundinacea	4.13
Chouardia	litardierei	4.13
Tripleurospermum	sevanense	4.13
Rytidosperma	petrosum	4.13
Hieracium	glomeratum	4.13
Cypripedium	molle	4.14
Artemisia	desertorum	4.14
Hieracium	bauhinii	4.14
Nicotiana	clevelandii	4.14
Vulpia	ciliata	4.14
Echinops	siculus	4.15
Vicia	pyrenaica	4.15
Phleum	pratense	4.15
Viburnum	opulus	4.15
Nicotiana	plumbaginifolia	4.15
Bulbophyllum	reptans	4.15
Vicia	epetiolaris	4.15
Agave	attenuata	4.15
Crepis	paludosa	4.16
Tripleurospermum	repens	4.16
Cephalaria	flava	4.17
Nicotiana	bigelovii	4.18
Elodea	canadensis	4.18
Hemiphylacus	alatostylus	4.18
Ranunculus	baudotii	4.18
Ranunculus	aconitifolius	4.18
Cortaderia	fulvida	4.18
Crepis	vesicaria	4.18
Eriocaulon	aquaticum	4.19
Phelipanche	mutelii	4.19
Vicia	ervilia	4.2
Amorphophallus	paeoniifolius	4.2
Sisyrinchium	alatum	4.2
Lens	culinaris	4.2
Chamaedorea	cf. oblongata	4.2
Ranunculus	pedatus	4.2
Scilla	siehei	4.2
Scilla	luciliae	4.2
Iris	lacustris	4.2
Graptopetalum	bellum	4.2
Senecio	macroglossus	4.2
Polianthes	geminiflora	4.2
Agave	chrysantha	4.2
Miscanthus	sacchariflorus	4.2
Phelipanche	cf. gratiosa	4.21
Hieracium	kittanae	4.21
Hieracium	gymnocephalum	4.22
Lactuca	sibirica	4.24
Poa	pratensis	4.24
Vicia	ludoviciana	4.25
Tradescantia	crassula	4.25
Tricyrtis	macropoda	4.25
Aeonium	nobile	4.25
Senecio	fulgens	4.25
Agave	mitis	4.25
Agave	titanota	4.25
Nicotiana	quadrivalvis	4.25
Artemisia	glacialis	4.26
Anthurium	watermaliense	4.26
Phelipanche	pulchella	4.27
Artemisia	cana	4.27
Hieracium	umbellatum	4.27
Delphinium	consolida	4.28
Phalaris	californica	4.28
Carduus	pycnocephalus	4.28
Armeria	maritima	4.28
Luzula	elegans	4.28
Ranunculus	oreophilus	4.28
Festuca	arundinacea	4.28
Hieracium	eriophorum	4.28
Hieracium	echioides	4.28
Hieracium	transylvanicum	4.28
Cerastium	malyi	4.29
Hieracium	plumulosum	4.3
Trichocentrum	panamense	4.3
Saccharum	robustum	4.3
Vicia	galeata	4.3
Cattleya	walkeriana	4.3
Odontoglossum	spectatissimum	4.3
Scilla	nana	4.3
Muscari	armeniacum	4.3
Agave	margaritae	4.3
Echinops	humilis	4.31
Hieracium	pilosella	4.31
Hordeum	pubiflorum	4.32
Ramonda	serbica	4.32
Vicia	vicioides	4.33
Vicia	incisaeformis	4.33
Briza	bidentata	4.33
Agrostis	himalayana	4.33
Nicotiana	raimondii	4.33
Saccharum	sinense	4.33
Alopecurus	myosuroides	4.33
Andropogon	gerardii	4.33
Honckenya	peploides	4.33
Cephalaria	alpina	4.33
Crocus	biflorus	4.34
Crocus	thomasii	4.35
Sarracenia	flava	4.35
Senecio	anethifolius	4.35
Nicotiana	langsdorffii	4.35
Callitriche	hamulata	4.35
Limonium	perezii	4.35
Sarcandra	glabra	4.35
Cymbidium	pumilum	4.35
Pulsatilla	nuttalliana	4.35
Tigridia	pavonia?	4.35
Artemisia	bargusinensis	4.35
Lactuca	quercina	4.36
Crepis	viscidula	4.37
Festuca	ampla	4.37
Eleocharis	vigens	4.37
Hesperoxiphion	huilense	4.38
Trichoceros	antennifera	4.38
Taeniatherum	caput-medusae	4.38
Artemisia	ledeebouriana	4.38
Tripleurospermum	oreades	4.38
Virga	strigosa	4.38
Anthurium	formosum	4.39
Artemisia	monostachya	4.39
Sorghum	nitidum	4.4
Anthurium	esmeraldense	4.4
Helianthus	bolanderi	4.4
Bougainvillea	spectabilis	4.4
Agave	avellaridens	4.4
Sorghum	virgatum	4.4
Avena	hirtula	4.4
Agave	perigrina	4.4
Agave	tequilana	4.4
Withania	somnifera	4.4
Vanda	cristata	4.4
Dactylis	glomerata	4.4
Selinum	wallichianum	4.4
Dactylis	glomerata	4.4
Avena	nudi-brevis	4.4
Ranunculus	chius	4.4
Rumex	crispus	4.4
Scilla	sardensis	4.4
Agave	parryi	4.4
Dahlia	sorensenii	4.4
Artemisia	depauperata	4.41
Trollius	europaeus	4.42
Phelipanche	purpurea	4.42
Helianthus	argophyllus	4.43
Pisum	humile	4.43
Pisum	elatius	4.43
Hordeum	flexuosum	4.43
Hordeum	haplophilum	4.43
Gentiana	cruciata	4.43
Anthurium	warocqueanum	4.43
Fallopia	sachalinensis	4.44
Phelipanche	portoilicitana	4.44
Festuca	alpestris	4.45
Coelogyne	flaccida	4.45
Chamaedorea	pinnatifrons	4.45
Ranunculus	acris	4.45
Lewisia	nevadensis	4.45
Polianthes	x brundrantii	4.45
Ornithogalum	oligophyllum	4.45
Cephalaria	uralensis	4.46
Vicia	nana	4.47
Phelipanche	lavandulacea	4.47
Colchicum	cupanii	4.47
Festuca	altissima	4.47
Capsicum	pubescens	4.47
Phelipanche	coelestis	4.47
Iris	sibirica	4.47
Heteranthelium	piliferum	4.48
Senecio	hypoleucus	4.48
Scilla	autumnalis	4.48
Nicotiana	carodifolia	4.48
Hieracium	bauhini	4.48
Oncidium	baueri	4.48
Lathyrus	angulatus	4.48
Gloriosa	superba	4.48
Capsicum	cardenasii	4.49
Senecio	linearifolius	4.5
Papaver	dubium	4.5
Phalaris	minor	4.5
Ranunculus	tripartitus	4.5
Ranunculus	pensylvanicus	4.5
Hieracium	piloselliflorum	4.5
Xolantha	guttata	4.5
Artemisia	pycnorhiza	4.51
Agave	colorata	4.53
Senecio	odoratus	4.53
Briza	poaemorpha	4.53
Stachys	officinalis	4.53
Sorghum	sudanense	4.53
Nicotiana	benavidesii	4.53
Hieracium	caespitosum	4.53
Artemisia	macilenta	4.53
Arum	cylindraceum	4.53
Magnolia	grandiflora	4.53
Capsicum	campylopodium	4.53
Lathyrus	pratensis	4.54
Festuca	arvernensis	4.55
Foeniculum	vulgare	4.55
Socratea	exorrhiza	4.55
Pseudoroegneria	spicata	4.55
Sesleria	caerulea	4.55
Senecio	implexus	4.55
Pulsatilla	apiifolia	4.55
Capsicum	praetermissum	4.57
Lomelosia	caucasica	4.57
Zea	luxurians	4.58
Vicia	bithynica	4.58
Ranunculus	hirtus	4.58
Hordeum	patagonicum	4.58
Anthurium	clidemioides	4.59
Echinops	hedgei	4.59
Hieracium	schultesii	4.59
Hordeum	cordobense	4.6
Trichocentrum	capistratum	4.6
Lens	esculenta	4.6
Mammillaria	boolii	4.6
Oncidium	endocharis	4.6
Pulsatilla	patens	4.6
Senecio	herreianus	4.6
Lactuca	tatarica	4.61
Artemisia	arbuscula	4.61
Tripleurospermum	maritimum	4.61
Oxytropis	halleri	4.61
Hieracium	bifurcum	4.62
Phelipanche	cf. coelestis	4.62
Callitriche	antarctica	4.63
Dendrophthoe	homoplastica	4.63
Oxalis	refracta	4.63
Vicia	cuspidata	4.63
Bowiea	volubilis	4.63
Aegilops	caudata	4.63
Hordeum	comosum	4.63
Sesleria	albicans	4.63
Crepis	blattarioides	4.63
Fallopia	x bohemica	4.63
Hieracium	brachiatum	4.63
Artemisia	globosa	4.64
Crepis	chrysantha	4.64
Anthurium	bakeri	4.64
Agrostis	capillaris	4.65
Cymbidium	pendulum	4.65
Dendrobium	moschatum	4.65
Asarum	caudatum	4.65
Aegilops	cylindrica	4.65
Peristeria	elata	4.65
Ranunculus	inundatus	4.65
Philodendron	squamiferum	4.65
Polianthes	hybrid	4.65
Koeleria	macrantha	4.66
Vicia	sepium	4.68
Vicia	ramuliflora	4.68
Daucus	blanchei	4.68
Orobanche	anatolica	4.69
Scindapsus	aureus	4.7
Pisum	fulvum	4.7
Miltonia	regnellii	4.7
Bromus	flabellatus	4.7
Scilla	tmoli	4.7
Echinops	saissanicus	4.7
Lachnagrostis	striata	4.7
Phelipanche	ramosa	4.71
Filifolium	sibiricum	4.72
Adenophora	liliifolia	4.72
Syngonium	albo-lineatum	4.72
Festuca	rubra	4.73
Senecio	cunninghamii	4.73
Taeniatherum	crititum	4.73
Avena	brevis	4.73
Avena	pilosa	4.73
Vicia	neglecta	4.73
Vicia	tenuifolia	4.73
Mauritia	flexuosa	4.73
Chamaedorea	tenella	4.73
Pisum	abyssinicum	4.73
Pseudoroegneria	strigosa	4.73
Festuca	csikhegyensis	4.73
Anthurium	nymphaefolium	4.73
Festuca	auquieri	4.73
Anthurium	flexile	4.73
Crambe	cordifolia	4.73
Vicia	pampicola	4.74
Anthurium	kamemotoanum	4.74
Hordeum	erectifolium	4.75
Festuca	wagneri	4.75
Festuca	ovina	4.75
Lathyrus	amphicarpos	4.75
Tigridia	ehrenbergii	4.75
Archontophoenix	cunninghamiana	4.75
Hordeum	californicum	4.75
Lewisia	pygmaea	4.75
Tricyrtis	hirta	4.75
Polianthes	hybrid	4.75
Hieracium	aurantiacum	4.76
Phalaenopsis	venosa	4.76
Dendrophthoe	vitellina	4.78
Senecio	hispidulus	4.78
Carum	carvi	4.78
Limonium	fruticans	4.78
Hordeum	muticum	4.79
Cortaderia	turbaria	4.79
Anthurium	andraeanum	4.8
Phelipanche	hirtiflora	4.8
Agave	deserti	4.8
Senecio	glomeratus	4.8
Helianthus	exilis	4.8
Sorghum	caudatum	4.8
Avena	abyssinica	4.8
Roystonea	sp.	4.8
Rhapis	excelsa	4.8
Pennisetum	squamulatum	4.8
Sesleria	heufleriana	4.8
Senecio	cedrorum	4.8
Monstera	deliciosa	4.8
Puccinellia	walkeri	4.81
Arrhenatherum	calderae	4.81
Muscari	azureum	4.81
Fallopia	japonica	4.82
Anthurium	scandens	4.82
Helianthus	giganteus	4.83
Vicia	unijuga	4.83
Anthemis	austriaca	4.83
Hordeum	brachyantherum	4.83
Festuca	pseudodalmatica	4.83
Bromus	rubens	4.85
Bromus	scoparius	4.85
Celosia	whiteii	4.85
Goodyera	repens	4.85
Otochilus	lancilabius	4.85
Normanbya	normanbyi	4.85
Prospero	obtusifolium	4.85
Muscari	latifolium	4.85
Polianthes	tuberosa	4.85
Manfreda	sileri	4.85
Festuca	madida	4.85
Syngonium	podophyllum	4.85
Anthurium	hoffmanni	4.86
Festuca	exaltata	4.86
Tanacetopsis	goloskokovii	4.87
Pisum	sativum	4.88
Bromus	madritensis	4.88
Mammillaria	bocasana	4.88
Oncidium	microchilum	4.88
Ranunculus	trichophyllus	4.88
Lactuca	homblei	4.88
Festuca	callieri	4.89
Arisaema	ciliatum	4.89
Festuca	guestfalica	4.89
Festuca	drymeia	4.89
Helianthus	heterophyllus	4.9
Briza	rufa	4.9
Ranunculus	penicillatus	4.9
Papaver	bracteatum	4.9
Astrodaucus	orientalis	4.9
Butomus	umbellatus	4.9
Mammillaria	hahniana	4.9
Chrysanthemum	balsamita	4.9
Senecio	decaryi	4.9
Manfreda	variegata	4.9
Eleocharis	macrostachya	4.9
Trisetum	spicatum	4.91
Koeleria	novozelandica	4.91
Anthurium	antioquiense	4.92
Festuca	heteropachys	4.92
Festuca	pseudovaginata	4.92
Senecio	minimus	4.93
Triticum	urartu	4.93
Pratia	arenaria	4.93
Lathyrus	ciliolatus	4.93
Deyeuxia	youngii	4.94
Muellerina	bidwilli	4.95
Senecio	squarrosus	4.95
Levisticum	officinale	4.95
Achillea	collina	4.95
Achillea	asiatica	4.95
Ranunculus	gregarius	4.95
Ranunculus	psilostachys	4.95
Alocasia	reginula	4.95
Stratiotes	aloides	4.95
Magnolia	liliiflora	4.95
Festuca	dalmatica	4.96
Festuca	supina	4.96
Festuca	vivipara	4.96
Muscari	tenuiflorum	4.96
Deschampsia	antarctica	4.98
Erythrochiton	brasiliensis	4.98
Hordeum	bogdanii	4.98
Hordeum	brevisubulatum-violaceum	4.98
Koeleria	cheesemanii	4.98
Festuca	cinerea	4.98
Festuca	circummediterranea	4.99
Philodendron	selloum	5
Nicotiana	stocktonii	5
Smilax	bona-nox	5
Senecio	radicans	5
Alocasia	x amazonica	5
Manfreda	maculosa	5
Manfreda	undulata	5
Andropogon	gerardii	5.03
Hura	crepitans	5.03
Hordeum	stenostachys	5.03
Hieracium	cymosum	5.03
Hordeum	hystrix	5.03
Nicotiana	nesophila	5.03
Deschampsia	tenella	5.04
Festuca	degenii	5.04
Avenula	pubescens	5.05
Pratia	angulata	5.05
Aegilops	umbellulata	5.05
Achillea	lanulosa	5.05
Alocasia	sanderiana	5.05
Nicotiana	arentsii	5.06
Arisaema	flavum	5.06
Trisetum	youngii	5.07
Festuca	duvalii	5.07
Briza	brizoides	5.08
Anthospermum	spathulatum	5.08
Sorghum	caffrorum	5.08
Vicia	alpestris	5.08
Chrysanthemum	macrophyllum	5.08
Carlina	acaulis	5.09
Senecio	georgianus	5.1
Helianthus	microcephalus	5.1
Terminalia	muelleri	5.1
Lathyrus	basalticus	5.1
Mammillaria	grandiflora	5.1
Aegilops	squarrosa	5.1
Senecio		5.1
Hieracium	glomeratum	5.1
Eleocharis	uniglumis	5.1
Simplicia	laxa	5.12
Pimpinella	saxifraga	5.13
Artemisia	argentea	5.13
Achillea	sibirica	5.13
Avena	wiestii	5.13
Festuca	idahoenis	5.14
Artemisia	arenaria	5.15
Trisetum	tenellum	5.15
Agrostis	castellana	5.15
Scilla	bulgarica	5.15
Milium	montianum	5.15
Aegilops	speltoides	5.15
Chamaemelum	fuscatum	5.15
Hieracium	brachiatum	5.15
Ranunculus	gramineus	5.15
Ranunculus	falcatus	5.15
Echinops	talassicus	5.15
Sorghum	plumosum	5.15
Typhonium	cuspidatum	5.17
Lathyrus	setifolius	5.18
Vicia	graminea	5.18
Astrodaucus	littoralis	5.18
Andropogon	gerardii	5.18
Pulsatilla	occidentalis	5.18
Nicotiana	tabacum	5.18
Artemisia	aschurbajewii	5.18
Anthurium	amnicola	5.18
Briza	media	5.2
Lathyrus	inconspicuus	5.2
Cyanotis	somaliensis	5.2
Hieracium	floribundum	5.2
Crepis	praemorsa	5.2
Koeleria	aff. novozelandica	5.21
Deschampsia	caespitosa	5.22
Hieracium	pilosella	5.22
Anthurium	ravenii	5.22
Nicotiana	solanifolia	5.23
Tragopogon	mirus	5.23
Lathyrus	vernus	5.24
Oxalis	hassleri	5.25
Anacyclus	clavatus	5.25
Achillea	crithmifolia	5.25
Asphodeline	lutea	5.25
Artemisia	thuscula	5.26
Phelypaea	tournefortii	5.26
Ornithogalum	virens	5.28
Briza	subaristata	5.28
Briza	macrostachya	5.28
Zea	perennis	5.28
Avena	clauda	5.28
Hieracium	echioides	5.28
Philodendron	erubescens	5.28
Neopallasia	pectinata	5.28
Artemisia	sosnovskyi	5.28
Agrostis	muscosa	5.29
Iris	graminea	5.29
Dipsacus	pilosus	5.29
Nicotiana	rustica	5.3
Scilla	subnivalis	5.3
Scilla	longistylosa	5.3
Scilla	xanthandra	5.3
Vicia	orobus	5.3
Nolina	microcarpa	5.3
Vicia	cracca	5.3
Tradescantia	gracillima	5.3
Euterpe	precatoria	5.3
Hieracium	gymnocerinthe	5.3
Hieracium	ramondii	5.32
Agrostis	personata	5.32
Hieracium	humile	5.32
Hieracium	schmidtii	5.32
Peraxilla	tetrasepala	5.33
Nicotiana	glauca	5.33
Avena	longiglumis	5.33
Chamaemelum	nobile	5.33
Smilax	aspera	5.34
Hieracium	bifidum	5.34
Scorzonera	austriaca	5.34
Hieracium	cerinthoides	5.34
Hieracium	piloselliflorum	5.35
Haynaldia	villosa	5.35
Helianthus	paradoxus	5.35
Sorghum	nervosum	5.35
Calochortus	sp.	5.35
Aira	multiculmis	5.35
Pleione	bulbocodioides	5.35
Colchicum	lusitanum	5.35
Cephalaria	leucantha	5.36
Poa	pratensis	5.38
Bromus	marginatus	5.38
Briza	humilis	5.38
Anthurium	ochranthum	5.38
Hieracium	lawsonii	5.38
Agrostis	imbecilla	5.39
Hieracium	pictum	5.39
Briza	uniolae	5.4
Apera	spica-venti	5.4
Crepis	pulchra	5.4
Ranunculus	oxyspermus	5.4
Hordeum	geniculatum	5.4
Hieracium	amplexicaule	5.4
Agrostis	dyeri	5.41
Trisetum	serpentinum	5.41
Phelipanche	bungeana	5.42
Danaë	racemosa	5.42
Briza	lamarckiana	5.43
Gibasis	venustula	5.43
Imperata	cylindrica	5.43
Agrostis	petriei	5.43
Echinopogon	ovatus	5.43
Tragopogon	miscellus	5.44
Agrostis	pallescens	5.44
Nicotiana	repanda	5.44
Aconitum	vulparia	5.44
Hieracium	naegelianum	5.45
Leucanthemum	praecox	5.45
Nolina	bigelovii	5.45
Ranunculus	nigrescens	5.45
Hordeum	chilense	5.45
Spartina	anglica	5.45
Hedera	colchica	5.45
Limonium	macrophyllum	5.45
Deschampsia	flexuosa	5.48
Tradescantia	fluminensis	5.48
Daucus	montanus	5.48
Avena	ventricosa	5.48
Hieracium	macrostolonum	5.49
Eremopyrum	triticeum	5.5
Vicia	cappadocica	5.5
Senecio	brassica	5.5
Bromus	japonicus	5.5
Hordeum	glaucum	5.5
Hordeum	marinum	5.5
Hordeum	bulbosum	5.5
Hordeum	violaceum	5.5
Hordeum	spontaneum	5.5
Artemisia	campestris	5.5
Eleocharis	waltersii	5.5
Gymnadenia	conopsea	5.51
Artemisia	monosperma	5.51
Crepis	conyzaefolia	5.51
Poa	schistacea	5.51
Caladium	bicolor	5.52
Hordeum	pusillum	5.53
Hordeum	roshevitsii	5.53
Deschampsia	chapmanii	5.53
Hieracium	rubrum	5.53
Trisetum	arduanum	5.54
Simplicia	buchananii	5.54
Sorghum	conspicuum	5.55
Hordeum	vulgare	5.55
Trachycarpus	nanus	5.55
Ranunculus	chinensis	5.55
Hordeum	murinum	5.55
Deyeuxia	aucklandica	5.55
Cenchrus	caliculatus	5.56
Crepis	kerneri	5.56
Lepidolopsis	turkestanica	5.57
Agropyron	elongatum	5.58
Oxalis	niederleinii	5.58
Crepis	lapsanoides	5.58
Helianthus	anomalus	5.6
Alocasia	zebrina	5.6
Ledebouria	cooperi	5.6
Anthurium	gymnopus	5.61
Gastrochilus	dasyogon	5.63
Ranunculus	bulbosus	5.63
Festuca	pratensis	5.63
Hieracium	lachenalii	5.63
Agrostis	muelleriana	5.63
Australopyrum	calcis	5.64
Hieracium	tomentosum	5.64
Agave	fourcroydes	5.64
Vicia	amurensis	5.65
Bromus	aegyptiacus	5.65
Ranunculus	ophioglossifolius	5.65
Lavandula	officinalis	5.65
Dactylorhiza	maculata	5.66
Festuca	heterophylla	5.66
Iris	pseudacorus	5.67
Guizotia	zavattarii	5.68
Trisetum	drucei	5.69
Sorghum	durra	5.7
Phalaris	arundinacea	5.7
Anacyclus	valentinus	5.7
Ranunculus	grenierianus	5.7
Scilla	bifolia	5.7
Semele	maderensis	5.7
Hieracium	bauhinii	5.7
Crepis	incarnata	5.7
Artemisia	abrotanum	5.71
Hieracium	prenanthoides	5.71
Hieracium	murorum	5.71
Hieracium	glaucum	5.71
Anthurium	cerrocampanense	5.72
Bromus	brachystachys	5.73
Commelina	africana	5.73
Oncidium	phymatochilum	5.73
Miltonia	phymatochila	5.73
Helianthus	deserticola	5.75
Bromus	squarrosus	5.75
Lathyrus	gorgoni	5.75
Hieracium	leptophyton	5.75
Senecio	crassulaefolius	5.75
Semele	pterygophora	5.75
Artemisia	pygmaea	5.77
Capsicum	parvifolium	5.77
Vicia	pseudorobus	5.78
Mammillaria	zeilmanniana	5.78
Ranunculus	velutinus	5.78
Trifolium	pannonicum	5.79
Leucanthemum	gaudinii	5.8
Hydrocleys	nymphoides	5.8
Sommieria	elegans	5.8
Chrysanthemum	coccineum	5.8
Skimmia	reevesiana	5.8
Semele	menezesi	5.8
Hieracium	villosum	5.8
Crepis	dinarica	5.8
Orobanche	transcaucasica	5.81
Lathyrus	venetus	5.81
Dasylirion	cedrosanum	5.81
Alopecurus	utriculatus	5.83
Arachis	glabrata	5.83
Canella	winterana	5.83
Iris	bosniaca	5.83
Artemisia	subdigitata	5.85
Briza	calotheca	5.85
Dietes	grandiflora	5.85
Scilla	indica	5.85
Dendrobium	hookeriana	5.85
Microseris	scapigera	5.85
Ledebouria	socialis	5.85
Ranunculus	cassubicifolius	5.85
Artemisia	changaica	5.85
Hieracium	pannosum	5.86
Iris	germancia	5.87
Helianthus	radula	5.88
Bromus	alopecuros	5.88
Ranunculus	cardiophyllus	5.88
Festuca	brachyphylla	5.88
Anthoxanthum	odoratum	5.9
Nicotiana	acaulis	5.9
Aegilops	searsii	5.9
Crepis	dinarica	5.9
Crepis	froelichiana	5.9
Crocus	sativus	5.9
Semele	androgyna	5.9
Hieracium	pilosum	5.9
Artemisia	dracunculus	5.91
Vicia	cracca	5.92
Bromus	brizaeformis	5.93
Bellevalia	sarmatica	5.93
Ranunculus	nivalis	5.93
Nipponanthemum	nipponicum	5.94
Lactuca	indica	5.94
Hieracium	alpinum	5.94
Vicia	macrograminea	5.94
Guihaia	argyrata	5.95
Anemone	parviflora	5.95
Lathyrus	pratensis	5.95
Iris	reichenbachii	5.96
Lugoa	revoluta	5.97
Magnolia	soulangiana	5.98
Ranunculus	adoneus	5.98
Hieracium	piliferum	5.98
Lathyrus	aureus	5.98
Artemisia	glauca	5.99
Briza	aff. jurgensii	6
Nicotiana	debneyi	6
Lathyrus	clymenum	6
Bellevalia	forniculata	6
Areca	concinna	6
Crepis	incarnata	6
Ranunculus	bupleuroides	6
Yucca	elephantipes	6
Senecio	abbreviatus	6
Anthurium	armeniense	6.01
Hieracium	bupleuroides	6.02
Briza	itatiaiae	6.03
Vicia	articulata	6.03
Lathyrus	armenius	6.03
Zingiber	officinale	6.03
Aira	caryophyllea	6.03
Aegilops	longissima	6.05
Lathyrus	pseudo-cicera	6.05
Artemisia	judaica	6.05
Ophiopogon	planiscapus	6.05
Hieracium	pilosella	6.06
Dendranthema	indica	6.07
Lathyrus	articulatus	6.08
Lathyrus	incurvus	6.08
Avenella	flexuosa	6.08
Artemisia	vulgaris	6.08
Helianthus	angustifolius	6.1
Briza	erecta	6.1
Areca	minuta	6.1
Phragmipedium	longifolium	6.1
Mammillaria	occidentalis	6.1
