Genus	Species	1C (pg)	Original Reference	Paper
Tulipa	uniflora	19.15	Zonneveld BJM., 2009 (Ref. 619)	2012
Allium	scorzonerifolium	19.23	Labani and Elkington, 1987 (Ref. 191)	1995
Aloe	striata	19.30	Zonneveld, 2002 (Ref. 440)	2005a
Senecio	nyikensis	19.30	Zonneveld et al., 2005 (Ref. 466)	2005b
Gasteria	pendulifolia	19.30	Zonneveld & van Jaarsveld, 2005 (Ref. 473)	2011
Tulipa	nitida	19.30	Zonneveld BJM., 2009 (Ref. 619)	2012
Allium	altissimum	19.33	Vakhtina et al., 1977 (Ref. 193)	1995
Gasteria	croucheri	19.35	Zonneveld & van Jaarsveld, 2005 (Ref. 473)	2011
Gasteria	acinacifolia	19.35	Zonneveld & van Jaarsveld, 2005 (Ref. 473)	2011
Allium	oreophilum	19.40	Vakhtina et al., 1977 (Ref. 193)	1995
Limodorum	abortivum	19.44	Vesely et al., 2011 (Ref. 675)	2012
Paphiopedilum	concolor	19.48	Cox et al., 1996 (Ref. 300)	1997
Anemone	nemorosa	19.48	Temsch et al., 2010 (Ref. 627)	2012
Allium	vineale	19.53	Vesely et al., 2011 (Ref. 675)	2012
Tulipa	heteropetala	19.55	Zonneveld BJM., 2009 (Ref. 619)	2012
Hosta	ventricosa	19.60	Zonneveld and Van Iren, 2001 (Ref. 384)	2005a
Narcissus	hispanicus	19.65	Zonneveld, 2010 (Ref. 686)	2012
Bouteloua	gracilis	19.70	Galbraith et al., 1983 (Ref. 240)	1995
Senecio	mweroensis	19.70	Zonneveld et al., 2005 (Ref. 466)	2005b
Gagea	lutea	19.75	Greilhuber et al., 2000 (Ref. 413)	2005a
Nerine	ridleyi	19.75	Zonneveld & Duncan, 2006 (Ref. 532)	2011
Allium	paczoskianum	19.78	Vakhtina et al., 1977 (Ref. 193)	1995
Tulbaghia	violacea	19.83	Bennett, 1972 (Ref. 1)	1976
Nerine	sarniensis	19.85	Zonneveld & Duncan, 2006 (Ref. 532)	2011
Aloe	ammophila	19.90	Doherty and Brandham, 1990 (Ref. 306-A)	1997
Tulipa	zenaidae	19.90	Zonneveld BJM., 2009 (Ref. 619)	2012
Sternbergia	colchiciflora	19.91	Siljak-Yakovlev et al., 2010 (Ref. 634)	2012
Anemone	ranunculoides	19.95	Zonneveld et al., 2005 (Ref. 466)	2005b
Allium	auctum	20.03	Vakhtina et al., 1977 (Ref. 193)	1995
Alstroemeria	pulchra	20.05	Buitendijk et al., 1997 (Ref. 292)	1997
Tulipa	tetraphylla	20.05	Zonneveld BJM., 2009 (Ref. 619)	2012
Allium	sphaerocephalon	20.06	Baranyi and Greilhuber, 1999 (Ref. 336)	2000
Crinum	bulbispermum	20.10	Zonneveld et al., 2005 (Ref. 466)	2005b
Hepatica	americana	20.10	Mabuchi et al., 2005 (Ref. 495)	2011
Alopecurus	magellanicus	20.13	Bennett MD, Smith JB, Lewis Smith RI., 1982 (Ref. 105)	1982
Hepatica	acutiloba	20.15	Mabuchi et al., 2005 (Ref. 495)	2011
Allium	parciflorum	20.18	Labani and Elkington, 1987 (Ref. 191)	1995
Allium	tulipaefolium	20.23	Vakhtina et al., 1977 (Ref. 193)	1995
Elytrigia	intermedia	20.28	Mahelka et al., 2005 (Ref. 593)	2011
Gibasis	consobrina	20.33	Jones and Kenton, 1984 (Ref. 119)	1991
Allium	backhousianum	20.33	Ohri et al., 1996 (Ref. 299)	1997
Tradescantia	ernestiana	20.35	Kenton, 1984 (Ref. 121)	1991
Allium	flavum	20.38	Baranyi and Greilhuber, 1999 (Ref. 336)	2000
Tulipa	korolkowii	20.40	Zonneveld BJM., 2009 (Ref. 619)	2012
Gibasis	speciosa	20.48	Jones and Kenton, 1984 (Ref. 119)	1991
Anemone	trifolia	20.50	Zonneveld et al., 2005 (Ref. 466)	2005b
Tulipa	iliensis	20.50	Zonneveld BJM., 2009 (Ref. 619)	2012
Tulipa	brachystemon	20.50	Zonneveld BJM., 2009 (Ref. 619)	2012
Aloe	prostrata	20.55	Zonneveld, 2002 (Ref. 440)	2005a
Maianthemum	japonicum	20.55	Zonneveld et al., 2005 (Ref. 466)	2005b
Allium	angulosum	20.60	Jones and Rees, 1968 (Ref. 5)	1976
Tradescantia	paludosa	20.63	Bennett and Smith, 1976 (Ref. 2)	1976
Allium	fuscoviolaceum	20.63	Doherty and Brandham, 1990 (Ref. 306-A)	1997
Aloe	occidentalis	20.70	Zonneveld, 2002 (Ref. 440)	2005a
Alstroemeria	philippii	20.75	Buitendijk et al., 1997 (Ref. 292)	1997
Crinum	moorei	20.75	Zonneveld et al., 2005 (Ref. 466)	2005b
Tulipa	borszczowii	20.80	Zonneveld BJM., 2009 (Ref. 619)	2012
Hepatica	maxima	20.85	Mabuchi et al., 2005 (Ref. 495)	2011
Hepatica	insularis	20.85	Mabuchi et al., 2005 (Ref. 495)	2011
Tradescantia	brevifolia	20.90	Martínez and Ginzo, 1985 (Ref. 181)	1995
Tulipa	kolpakowskiana	20.90	Zonneveld BJM., 2009 (Ref. 619)	2012
Scilla	persica	20.93	Greilhuber, 1988 (Ref. 203)	1995
Paphiopedilum	primulinum	20.93	Cox et al., 1996 (Ref. 300)	1997
Crinum	natans	20.95	Zonneveld et al., 2005 (Ref. 466)	2005b
Paeonia	broteroi	21.00	Zonneveld et al., 2005 (Ref. 466)	2005b
Gibasis	pulchella	21.05	Jones and Kenton, 1984 (Ref. 119)	1991
Allium	insubricum	21.08	Ohri et al., 1996 (Ref. 299)	1997
Paphiopedilum	armeniacum	21.10	Hanson et al., 1999 (Ref. 377)	2000
Hepatica	asiatica	21.10	Mabuchi et al., 2005 (Ref. 495)	2011
Anemone	fasciculata	21.18	Rothfels et al., 1966 (Ref. 8)	1976
Endymion	non-scriptus	21.20	Bennett, 1972 (Ref. 1)	1976
Tulipa	lehmanniana	21.20	Zonneveld BJM., 2009 (Ref. 619)	2012
Leucanthemum	heterophyllum	21.23	Marchi et al., 1983 (Ref. 111)	1991
Elymus	arenarius	21.25	Zonneveld et al., 2005 (Ref. 466)	2005b
Sagittaria	sagittifolia	21.25	Zonneveld et al., 2005 (Ref. 466)	2005b
Hyacinthus	orientalis	21.33	Brandham and West, 1993 (Ref. 192)	1995
Paphiopedilum	victoria-mariae	21.40	Cox et al., 1996 (Ref. 300)	1997
Tulipa	hissarica	21.40	Zonneveld BJM., 2009 (Ref. 619)	2012
Allium	hirtifolium	21.47	Baranyi and Greilhuber, 1999 (Ref. 336)	2000
Amana	edulis	21.48	Leitch et al., 2007 (Ref. 565)	2011
Tulipa	biflora	21.50	Bennett and Smith, 1976 (Ref. 2)	1976
Cypripedium	californicum	21.55	Cox et al., 1996 (Ref. 300)	1997
Gasteria	batesiana	21.55	Zonneveld & van Jaarsveld, 2005 (Ref. 473)	2011
Scilla	mischtschenkoana	21.60	Greilhuber et al., 1981 (Ref. 104)	1982
Tradescantia	hirsuticaulis	21.60	Martínez and Ginzo, 1985 (Ref. 181)	1995
Allium	senescens	21.60	Jones and Rees, 1968 (Ref. 5)	1976
Allium	narcissiflorum	21.60	Zonneveld et al., 2005 (Ref. 466)	2005b
Allium	macrostemon	21.63	Ohri et al., 1996 (Ref. 299)	1997
Tulipa	aitchisonii	21.65	Leitch et al., 2007 (Ref. 565)	2011
Tulipa	anisophylla	21.70	Zonneveld BJM., 2009 (Ref. 619)	2012
Paphiopedilum	delenatii	21.83	Cox et al., 1996 (Ref. 300)	1997
Allium	margaritaceum	21.90	Jones and Rees, 1968 (Ref. 5)	1976
Narcissus	serotinus	21.93	Siljak-Yakovlev et al., 2010 (Ref. 634)	2012
Ornithogalum	nutans	21.95	Zonneveld et al., 2005 (Ref. 466)	2005b
Tulipa	korshinskyi	22.00	Zonneveld BJM., 2009 (Ref. 619)	2012
Alstroemeria	pelegrina	22.10	Buitendijk et al., 1997 (Ref. 292)	1997
Tulipa	aucheriana	22.10	Southern, 1967 (Ref. 40)	1976
Allium	neriniflorum	22.15	Ohri et al., 1996 (Ref. 299)	1997
Tulipa	primulina	22.15	Southern, 1967 (Ref. 40)	1976
Aloe	richardsiae	22.20	Zonneveld, 2002 (Ref. 440)	2005a
Allium	christophii	22.25	Vakhtina et al., 1977 (Ref. 193)	1995
Allium	kunthii	22.38	Ohri et al., 1996 (Ref. 299)	1997
Tulipa	ferganica	22.40	Zonneveld BJM., 2009 (Ref. 619)	2012
Bulbine	caulescens	22.43	Bennett, 1972 (Ref. 1)	1976
Leucanthemum	pachyphyllum	22.43	Marchi et al., 1983 (Ref. 111)	1991
Tulipa	praestans	22.45	Fraser and Brandham, 1994 (Ref. 306-B)	1997
Tulipa	altaica	22.45	Zonneveld BJM., 2009 (Ref. 619)	2012
Paphiopedilum	villosum	22.48	Narayan et al., 1989 (Ref. 250)	1995
Tulipa	cretica	22.50	Southern, 1967 (Ref. 40)	1976
Tulipa	kaufmanniana	22.58	Bennett and Smith, 1976 (Ref. 2)	1976
Paphiopedilum	rothschildianum	22.60	Cox et al., 1996 (Ref. 300)	1997
Allium	nutans	22.63	Ohri et al., 1996 (Ref. 299)	1997
Thinopyrum	ponticum	22.63	Vogel et al., 1999 (Ref. 343)	2000
Allium	lineare	22.65	Labani and Elkington, 1987 (Ref. 191)	1995
Allium	drummondii	22.65	Ohri et al., 1996 (Ref. 299)	1997
Tradescantia	tepoxtlana	22.70	Martínez and Ginzo, 1985 (Ref. 181)	1995
Allium	karataviense	22.70	Jones and Rees, 1968 (Ref. 5)	1976
Scilla	bisotunensis	22.70	Greilhuber, 1977 (Ref. 59)	1982
Anemone	tetrasepala	22.70	Rothfels et al., 1966 (Ref. 8)	1976
Paphiopedilum	micranthum	22.78	Cox et al., 1996 (Ref. 300)	1997
Gethyllis	villosa	22.83	Vosa, 1986 (Ref. 184)	1995
Paphiopedilum	haynaldianum	22.85	Hanson et al., 1999 (Ref. 377)	2000
Tulipa	subpraestans	22.85	Zonneveld BJM., 2009 (Ref. 619)	2012
Scilla	bithynica	22.90	Greilhuber, 1982 (Ref. 145)	1991
Allium	angustitepalum	23.03	Ohri et al., 1996 (Ref. 299)	1997
Paphiopedilum	insigne	23.05	Cox et al., 1996 (Ref. 300)	1997
Eucomis	pallidiflora	23.20	Zonneveld & Duncan, 2010 (Ref. 685)	2012
Paphiopedilum	philippinense	23.25	Cox et al., 1996 (Ref. 300)	1997
Smilacina	racemosa	23.30	Bharathan et al., 1994 (Ref. 272)	1997
Tradescantia	buckleyi	23.43	Martínez and Ginzo, 1985 (Ref. 181)	1995
Gethyllis	britteniana	23.43	Vosa, 1986 (Ref. 184)	1995
Eucomis	autumnalis	23.45	Zonneveld & Duncan, 2010 (Ref. 685)	2012
Eucomis	autumnalis	23.45	Zonneveld & Duncan, 2010 (Ref. 685)	2012
Nothoscordum	nudicaule	23.48	Kenton and Owens, 1988 (Ref. 269-A)	1995
Allium	rosenbachianum	23.60	Ohri et al., 1996 (Ref. 299)	1997
Allium	scorodoprasum	23.63	Ohri et al., 1996 (Ref. 299)	1997
Scilla	amoena	23.73	Greilhuber et al., 1981 (Ref. 104)	1982
Paphiopedilum	glanduliferum	23.75	Cox et al., 1996 (Ref. 300)	1997
Tulipa	tarda	23.75	Southern, 1967 (Ref. 40)	1976
Allium	melanantherum	23.78	Ohri et al., 1996 (Ref. 299)	1997
Agapanthus	africanus	23.78	Zonneveld & Duncan, 2003 (Ref. 483)	2011
Scilla	rosenii	23.80	Greilhuber, 1982 (Ref. 145)	1991
Allium	geyeri	23.83	Labani and Elkington, 1987 (Ref. 191)	1995
Scilla	ingridae	23.85	Greilhuber et al., 1981 (Ref. 104)	1982
Reineckea	carnea	23.85	Bharathan et al., 1994 (Ref. 272)	1997
Tulipa	heweri	23.85	Zonneveld BJM., 2009 (Ref. 619)	2012
Eucomis	pallidiflora	23.85	Zonneveld & Duncan, 2010 (Ref. 685)	2012
Tradescantia	hirta	23.88	Martínez and Ginzo, 1985 (Ref. 181)	1995
Aloe	peckii	23.88	Doherty and Brandham, 1990 (Ref. 306-A)	1997
Allium	cupanii	23.90	Ohri et al., 1996 (Ref. 299)	1997
Tulipa	violacea	23.90	Southern, 1967 (Ref. 40)	1976
Eucomis	humilis	23.90	Zonneveld & Duncan, 2010 (Ref. 685)	2012
Sternbergia	lutea	23.96	Vesely et al., 2011 (Ref. 675)	2012
Tulipa	micheliana	24.00	Zonneveld BJM., 2009 (Ref. 619)	2012
Zamioculcas	zamiifolia	24.05	Zonneveld et al., 2005 (Ref. 466)	2005b
Paphiopedilum	callosum	24.08	Cox et al., 1996 (Ref. 300)	1997
Tulipa	urumiensis	24.18	Southern, 1967 (Ref. 40)	1976
Tulipa	polychroma	24.25	Southern, 1967 (Ref. 40)	1976
Galanthus	rizehensis	24.25	Zonneveld et al., 2003 (Ref. 484)	2011
Allium	materculae	24.30	Vakhtina et al., 1977 (Ref. 193)	1995
Allium	splendens	24.30	Ohri et al., 1996 (Ref. 299)	1997
Eucomis	comosa	24.30	Zonneveld & Duncan, 2010 (Ref. 685)	2012
Eucomis	montana	24.35	Zonneveld & Duncan, 2010 (Ref. 685)	2012
Tulipa	hoogiana	24.40	Zonneveld BJM., 2009 (Ref. 619)	2012
Allium	hollandicum	24.43	Ohri et al., 1996 (Ref. 299)	1997
Lycoris	aurea	24.45	Zonneveld et al., 2005 (Ref. 466)	2005b
Bellevalia	desertorum	24.49	Vesely et al., 2011 (Ref. 675)	2012
Sowerbaea	juncea	24.50	Stewart and Barlow, 1976 (Ref. 171)	1995
Paphiopedilum	lowii	24.53	Hanson et al., 1999 (Ref. 377)	2000
Tulipa	hageri	24.63	Southern, 1967 (Ref. 40)	1976
Allium	filidens	24.73	Doherty and Brandham, 1990 (Ref. 306-A)	1997
Tradescantia	cirrifera	24.75	Martínez and Ginzo, 1985 (Ref. 181)	1995
Cyphomandra	hartwegii	24.80	Pringle and Murray, 1991 (Ref. 208)	1995
Leucanthemum	subglaucum	24.83	Marchi et al., 1983 (Ref. 111)	1991
Ornithogalum	umbellatum	24.85	Zonneveld et al., 2005 (Ref. 466)	2005b
Paeonia	bakeri	24.88	Mulry and Hanson, 1999 (Ref. 374)	2000
Tradescantia	crassifolia	24.90	Martínez and Ginzo, 1985 (Ref. 181)	1995
Allium	aflatunense	24.93	Ohri et al., 1996 (Ref. 299)	1997
Alstroemeria	psittacina	24.95	Buitendijk et al., 1997 (Ref. 292)	1997
Allium	moly	24.98	Ohri et al., 1996 (Ref. 299)	1997
Erythronium	dens-canis	24.99	Siljak-Yakovlev et al., 2010 (Ref. 634)	2012
Alstroemeria	brasiliensis	25.00	Buitendijk et al., 1997 (Ref. 292)	1997
Allium	splendens	25.00	Ohri et al., 1996 (Ref. 299)	1997
Allium	tuvinicum	25.00	Ohri et al., 1996 (Ref. 299)	1997
Paphiopedilum	gratrixianum	25.00	Cox et al., 1996 (Ref. 300)	1997
Disporum	uniflorum	25.02	Vesely et al., 2011 (Ref. 675)	2012
Allium	atropurpureum	25.05	Labani and Elkington, 1987 (Ref. 191)	1995
Ranunculus	lingua	25.10	Smith and Bennett, 1975 (Ref. 45)	1976
Alstroemeria	inodora	25.25	Buitendijk et al., 1997 (Ref. 292)	1997
Allium	nigrum	25.25	Ohri et al., 1996 (Ref. 299)	1997
Crinum	asiaticum	25.25	Zonneveld et al., 2005 (Ref. 466)	2005b
Sowerbaea	alliacea	25.30	Stewart and Barlow, 1976 (Ref. 171)	1995
Paphiopedilum	javanicum	25.30	Hanson et al., 1999 (Ref. 377)	2000
Amana	erythronioides?	25.35	Zonneveld BJM., 2009 (Ref. 619)	2012
Tulipa	berkariensis	25.40	Zonneveld BJM., 2009 (Ref. 619)	2012
Allium	stipitatum	25.50	Ohri et al., 1996 (Ref. 299)	1997
Tulipa	pulchella	25.50	Fraser and Brandham, 1994 (Ref. 306-B)	1997
Tulipa	orphanidea	25.50	Southern, 1967 (Ref. 40)	1976
Allium	grande	25.58	Vakhtina et al., 1977 (Ref. 193)	1995
Narcissus	blanchardii	25.60	Zonneveld, 2008 (Ref. 581)	2011
Tulipa	undulatifolia	25.60	Zonneveld BJM., 2009 (Ref. 619)	2012
Narcissus	miniatus	25.65	Zonneveld, 2008 (Ref. 581)	2011
Tulipa	australis	25.68	Southern, 1967 (Ref. 40)	1976
Tulipa	vvedenskyi	25.70	Zonneveld BJM., 2009 (Ref. 619)	2012
Phyodina	navicularis	25.73	Jones and Kenton, 1984 (Ref. 119)	1991
Tulipa	dasystemon	25.75	Zonneveld BJM., 2009 (Ref. 619)	2012
Paeonia	tomentosa	25.78	Punina and Alexandrova, 1992 (Ref. 459)	2005a
Tulipa	mogoltavica	25.80	Zonneveld BJM., 2009 (Ref. 619)	2012
Paphiopedilum	bullenianum	25.85	Hanson et al., 1999 (Ref. 377)	2000
Allium	macleanii	25.88	Labani and Elkington, 1987 (Ref. 191)	1995
Tulipa	armena	25.90	Zonneveld BJM., 2009 (Ref. 619)	2012
Alstroemeria	hookeri	26.00	Buitendijk et al., 1997 (Ref. 292)	1997
Alstroemeria	angustifolia	26.00	Buitendijk et al., 1997 (Ref. 292)	1997
Tradescantia	potosina	26.10	Martínez and Ginzo, 1985 (Ref. 181)	1995
Paphiopedilum	lawrenceanum	26.13	Hanson et al., 1999 (Ref. 377)	2000
Tulipa	persica	26.15	Southern, 1967 (Ref. 40)	1976
Senecio	pendulus	26.15	Zonneveld et al., 2005 (Ref. 466)	2005b
Tulipa	alberti	26.20	Zonneveld BJM., 2009 (Ref. 619)	2012
Tulipa	regelii	26.20	Zonneveld BJM., 2009 (Ref. 619)	2012
Tradescantia	pallida	26.25	Martínez and Ginzo, 1985 (Ref. 181)	1995
Tulipa	lanata	26.25	Zonneveld BJM., 2009 (Ref. 619)	2012
Tulipa	affinis	26.25	Zonneveld BJM., 2009 (Ref. 619)	2012
Tulipa	stapfii	26.35	Zonneveld BJM., 2009 (Ref. 619)	2012
Paeonia	peregrina	26.48	Mulry and Hanson, 1999 (Ref. 374)	2000
Allium	thunbergii	26.50	Ohri et al., 1996 (Ref. 299)	1997
Tulipa	gesneriana	26.63	Brandham and West, 1993 (Ref. 192)	1995
Aloe	ciliaris	26.65	Zonneveld, 2002 (Ref. 440)	2005a
Tulipa	kuschkensis	26.65	Zonneveld BJM., 2009 (Ref. 619)	2012
Tulipa	greigii	26.70	Zonneveld BJM., 2009 (Ref. 619)	2012
Alstroemeria	aurea	26.75	Buitendijk et al., 1997 (Ref. 292)	1997
Allium	paradoxum	26.75	Ohri et al., 1996 (Ref. 299)	1997
Paphiopedilum	druryi	26.75	Cox et al., 1996 (Ref. 300)	1997
Tulipa	fosteriana	26.75	Fraser and Brandham, 1994 (Ref. 306-B)	1997
Tulipa	tubergeniana	26.75	Zonneveld BJM., 2009 (Ref. 619)	2012
Tulipa	tschimganica	26.85	Zonneveld BJM., 2009 (Ref. 619)	2012
Paeonia	officinalis	26.90	Mulry and Hanson, 1999 (Ref. 374)	2000
Tulipa	butkovii	26.95	Zonneveld BJM., 2009 (Ref. 619)	2012
Tradescantia	burchii	26.98	Martínez and Ginzo, 1985 (Ref. 181)	1995
Paphiopedilum	adductum	27.03	Hanson et al., 1999 (Ref. 377)	2000
Tulipa	carinata	27.10	Zonneveld BJM., 2009 (Ref. 619)	2012
Paphiopedilum	purpuratum	27.13	Hanson et al., 1999 (Ref. 377)	2000
Tulipa	bakeri	27.25	Fraser and Brandham, 1994 (Ref. 306-B)	1997
Scilla	peruviana	27.25	Zonneveld et al., 2005 (Ref. 466)	2005b
Galanthus	gracilis	27.35	Zonneveld et al., 2003 (Ref. 484)	2011
Tulipa	dubia	27.35	Zonneveld BJM., 2009 (Ref. 619)	2012
Gibasis	aff. rhodantha	27.38	Jones and Kenton, 1984 (Ref. 119)	1991
Tulipa	neustruevae	27.40	Zonneveld BJM., 2009 (Ref. 619)	2012
Galanthus	fosteri	27.50	Zonneveld et al., 2003 (Ref. 484)	2011
Tulipa	patens	27.50	Zonneveld BJM., 2009 (Ref. 619)	2012
Galanthus	elwesii	27.65	Zonneveld et al., 2003 (Ref. 484)	2011
Galanthus	plicatus	27.70	Zonneveld et al., 2003 (Ref. 484)	2011
Tulipa	systola	28.05	Zonneveld BJM., 2009 (Ref. 619)	2012
Tradescantia	andrieuxii	28.08	Martínez and Ginzo, 1985 (Ref. 181)	1995
Paeonia	wittmanniana	28.08	Punina and Alexandrova, 1992 (Ref. 459)	2005a
Galanthus	woronowii	28.15	Zonneveld et al., 2003 (Ref. 484)	2011
Iris	histrio	28.20	Goldblatt et al., 1984 (Ref. 137)	1991
Galanthus	peshmenii	28.20	Zonneveld et al., 2003 (Ref. 484)	2011
Alstroemeria	caryophyllacea	28.25	Buitendijk et al., 1997 (Ref. 292)	1997
Allium	farreri	28.25	Ohri et al., 1996 (Ref. 299)	1997
Allium	atropurpureum	28.25	Ohri et al., 1996 (Ref. 299)	1997
Paphiopedilum	tonsum	28.25	Cox et al., 1996 (Ref. 300)	1997
Tulipa	biebersteiniana	28.35	Zonneveld BJM., 2009 (Ref. 619)	2012
Galanthus	trojanus	28.45	Zonneveld et al., 2003 (Ref. 484)	2011
Cypripedium	formosanum	28.50	Cox et al., 1996 (Ref. 300)	1997
Paeonia	steveniana	28.53	Punina and Alexandrova, 1992 (Ref. 459)	2005a
Scilla	cilicica	28.55	Greilhuber and Speta, 1989 (Ref. 202)	1995
Galanthus	koenenianus	28.60	Zonneveld et al., 2003 (Ref. 484)	2011
Anemone	flaccida	28.65	Mabuchi et al., 2005 (Ref. 495)	2011
Tulipa	sogdiana	28.70	Zonneveld BJM., 2009 (Ref. 619)	2012
Tulipa	dasystemoniodes	28.85	Zonneveld BJM., 2009 (Ref. 619)	2012
Paeonia	clusii	28.95	Mulry and Hanson, 1999 (Ref. 374)	2000
Tulipa	praecox	28.95	Zonneveld BJM., 2009 (Ref. 619)	2012
Tulipa	schmidtii	28.95	Zonneveld BJM., 2009 (Ref. 619)	2012
Aloe	ngobitensis	29.00	Doherty and Brandham, 1990 (Ref. 306-A)	1997
Tulipa	orithyioides	29.15	Zonneveld BJM., 2009 (Ref. 619)	2012
Scilla	morrisii	29.25	Greilhuber and Speta, 1989 (Ref. 202)	1995
Allium	porrum	29.25	Murin, 1976 (Ref. 63)	1982
Tradescantia	navicularis	29.45	Zonneveld et al., 2005 (Ref. 466)	2005b
Tulipa	orthopoda	29.65	Zonneveld BJM., 2009 (Ref. 619)	2012
Tulipa	binutans	29.70	Zonneveld BJM., 2009 (Ref. 619)	2012
Paphiopedilum	sukhakulii	29.75	Cox et al., 1996 (Ref. 300)	1997
Paphiopedilum	mastersianum	29.75	Cox et al., 1996 (Ref. 300)	1997
Voanioala	gerardii	30.00	Johnson et al., 1989 (Ref. 267)	1995
Allium	ampeloprasum	30.00	Ohri et al., 1996 (Ref. 299)	1997
Allium	pyrenaicum	30.00	Treu & Johnson, 1996 (Ref. 306-C)	1997
Tradescantia	gigantea	30.03	Martínez and Ginzo, 1985 (Ref. 181)	1995
Paeonia	macrophylla	30.05	Punina and Alexandrova, 1992 (Ref. 459)	2005a
Pancratium	maritimum	30.05	Zonneveld et al., 2005 (Ref. 466)	2005b
Allium	ursinum	30.17	Baranyi and Greilhuber, 1999 (Ref. 336)	2000
Allium	oleraceum	30.19	Baranyi and Greilhuber, 1999 (Ref. 336)	2000
Tradescantia	potosina	30.33	Martínez and Ginzo, 1985 (Ref. 181)	1995
Allium	wallichii	30.50	Ohri et al., 1996 (Ref. 299)	1997
Paphiopedilum	ciliolare	30.50	Hanson et al., 1999 (Ref. 377)	2000
Ornithogalum	exscapum	30.65	Zonneveld et al., 2005 (Ref. 466)	2005b
Tradescantia	crassifolia	30.70	Martínez and Ginzo, 1985 (Ref. 181)	1995
Fritillaria	maximowiczii	30.75	Leitch et al., 2007 (Ref. 565)	2011
Tulipa	schrenkii	30.75	Zonneveld BJM., 2009 (Ref. 619)	2012
Allium	zebdanense	30.80	Jones and Rees, 1968 (Ref. 5)	1976
Alstroemeria	magnifica	30.80	Buitendijk et al., 1998 (Ref. 436)	2005a
Tulipa	julia	30.80	Zonneveld BJM., 2009 (Ref. 619)	2012
Tulipa	suaveolens	30.85	Zonneveld BJM., 2009 (Ref. 619)	2012
Tulipa	sylvestris	31.00	Zonneveld BJM., 2009 (Ref. 619)	2012
Tradescantia	ambigua	31.03	Martínez and Ginzo, 1985 (Ref. 181)	1995
Tulipa	iliensis	31.05	Zonneveld BJM., 2009 (Ref. 619)	2012
Polygonatum	franchetii	31.08	Vesely et al., 2011 (Ref. 675)	2012
Ornithogalum	montanum	31.10	Zonneveld et al., 2005 (Ref. 466)	2005b
Galanthus	alpinus	31.10	Zonneveld et al., 2003 (Ref. 484)	2011
Fritillaria	davidii	31.13	Leitch et al., 2007 (Ref. 565)	2011
Aloe	juvenna	31.25	Doherty and Brandham, 1990 (Ref. 306-A)	1997
Aloe	ciliaris	31.35	Zonneveld, 2002 (Ref. 440)	2005a
Tulipa	eichleri	31.35	Zonneveld BJM., 2009 (Ref. 619)	2012
Moraea	villosa	31.38	Goldblatt et al., 1984 (Ref. 137)	1991
Moraea	tulbhagensis	31.38	Goldblatt et al., 1984 (Ref. 137)	1991
Allium	ramosum	31.50	Ohri et al., 1996 (Ref. 299)	1997
Scilla	siberica	31.65	Greilhuber, 1988 (Ref. 203)	1995
Tulipa	sosnovskyi	31.70	Zonneveld BJM., 2009 (Ref. 619)	2012
Erythronium	japonicum	31.75	Zonneveld et al., 2005 (Ref. 466)	2005b
Narcissus	viridiflorus	31.75	Zonneveld, 2008 (Ref. 581)	2011
Leucojum	aestivum	31.98	Bennett and Smith, 1987 (Ref. 164)	1995
Cypripedium	japonicum	32.03	Hanson et al., 1999 (Ref. 377)	2000
Allium	tuberosum	32.09	Baranyi and Greilhuber, 1999 (Ref. 336)	2000
Tulipa	florenskyi	32.10	Zonneveld BJM., 2009 (Ref. 619)	2012
Hymenocallis	festalis	32.19	Vesely et al., 2011 (Ref. 675)	2012
Tulipa	sprengeri	32.30	Zonneveld BJM., 2009 (Ref. 619)	2012
Cypripedium	calceolus	32.35	Hanson et al., 1999 (Ref. 377)	2000
Hyacinthus	orientalis	32.38	Brandham and West, 1993 (Ref. 192)	1995
Cypripedium	pubescens	32.50	Cox et al., 1996 (Ref. 300)	1997
Paphiopedilum	appletonianum	32.50	Cox et al., 1996 (Ref. 300)	1997
Tulipa	humilis	32.50	Zonneveld BJM., 2009 (Ref. 619)	2012
Bellevalia	longistyla	32.73	Hanson et al., 1993 (Ref. 269-I)	1995
Allium	chinense	32.75	Ohri et al., 1996 (Ref. 299)	1997
Tulipa	hungarica	32.80	Zonneveld BJM., 2009 (Ref. 619)	2012
Tulipa	karabachensis	32.80	Zonneveld BJM., 2009 (Ref. 619)	2012
Galanthus	cilicicus	32.85	Zonneveld et al., 2003 (Ref. 484)	2011
Hepatica	henryi	32.90	Mabuchi et al., 2005 (Ref. 495)	2011
Tulipa	clusiana	32.90	Zonneveld BJM., 2009 (Ref. 619)	2012
Allium	splendens	33.00	Ohri et al., 1996 (Ref. 299)	1997
Tulipa	celsiana	33.00	Zonneveld BJM., 2009 (Ref. 619)	2012
Gasteria	brachyphylla	33.10	Hanson et al., 1999 (Ref. 377)	2000
Aloe	jacksonii	33.15	Zonneveld, 2002 (Ref. 440)	2005a
Narcissus	dubius	33.15	Zonneveld, 2008 (Ref. 581)	2011
Hepatica	transsilvanica	33.25	Mabuchi et al., 2005 (Ref. 495)	2011
Lilium	jankae	33.45	Siljak-Yakovlev et al., 2010 (Ref. 634)	2012
Ornithogalum	narbonensis	33.45	Zonneveld et al., 2005 (Ref. 466)	2005b
Erythronium	californicum	33.65	Zonneveld et al., 2005 (Ref. 466)	2005b
